genres,movie_id,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count,movieId,imdbId
"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",12665,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",12.133094,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,1995-10-27,111.0,Powder,6.3,143.0,24,114168
"['Drama', 'Romance']",451,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",10.332025,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,1995-10-27,112.0,Leaving Las Vegas,7.1,365.0,25,113627
"['Fantasy', 'Science Fiction', 'Adventure']",902,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",9.822423,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,1995-05-16,108.0,The City of Lost Children,7.6,308.0,29,112682
"['Drama', 'Crime']",9909,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",9.481338,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,1995-08-11,99.0,Dangerous Minds,6.4,249.0,31,112792
"['Science Fiction', 'Thriller', 'Mystery']",63,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",12.297305,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,1995-12-29,129.0,Twelve Monkeys,7.4,2470.0,32,114746
"['Fantasy', 'Drama', 'Comedy', 'Family']",9598,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",14.404764,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,1995-07-18,89.0,Babe,6.0,756.0,34,112431
['Drama'],687,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,6.891317,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,1995-12-29,122.0,Dead Man Walking,7.3,350.0,36,112818
"['Comedy', 'Family', 'Romance']",33689,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",7.777735,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,1995-11-17,101.0,It Takes Two,6.1,149.0,38,113442
"['Comedy', 'Drama', 'Romance']",9603,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",9.882383,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,1995-07-19,97.0,Clueless,6.9,828.0,39,112697
"['Action', 'Fantasy']",9312,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",10.870138,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,1995-08-18,101.0,Mortal Kombat,5.4,452.0,44,113855
"['Fantasy', 'Drama', 'Comedy', 'Thriller']",577,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",10.448481,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,1995-05-20,106.0,To Die For,6.7,177.0,45,114681
"['Crime', 'Mystery', 'Thriller']",807,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",18.45743,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,1995-09-22,127.0,Se7en,8.1,5915.0,47,114369
"['Adventure', 'Animation', 'Drama', 'Family']",10530,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",13.280069,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,1995-06-14,81.0,Pocahontas,6.7,1509.0,48,114148
"['Drama', 'Crime', 'Thriller']",629,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",16.302466,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,1995-07-19,106.0,The Usual Suspects,8.1,3334.0,50,114814
"['Comedy', 'Romance']",11448,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",15.899134,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,1995-09-13,95.0,Mighty Aphrodite,6.7,145.0,52,113819
"['Comedy', 'Drama', 'Romance']",11010,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,10.168437,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,1994-09-22,108.0,The Postman,7.6,181.0,58,110877
"['Adventure', 'Family', 'Fantasy']",11359,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,10.673296,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,1995-07-14,96.0,The Indian in the Cupboard,5.9,136.0,60,113419
"['Music', 'Drama', 'Family']",2054,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",7.137117,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,1995-12-29,137.0,Mr. Holland's Opus,6.9,115.0,62,113862
['Comedy'],10607,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",11.700115,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,1996-01-12,89.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,63,116126
['Comedy'],9536,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",6.387469,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,1996-01-12,88.0,Bio-Dome,4.4,110.0,65,115683
['Comedy'],10634,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",14.56965,/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,1995-04-26,91.0,Friday,7.0,513.0,69,113118
"['Horror', 'Action', 'Thriller', 'Crime']",755,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",15.339153,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,1996-01-19,108.0,From Dusk Till Dawn,6.9,1644.0,70,116367
"['Horror', 'Science Fiction']",9102,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",12.758848,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,1995-09-08,108.0,Screamers,6.1,154.0,76,114367
['Comedy'],13997,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",8.963037,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,1996-02-01,87.0,Black Sheep,6.0,124.0,88,115697
"['Crime', 'Drama', 'Thriller']",2086,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",6.848591,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,1995-11-22,90.0,Nick of Time,6.1,190.0,89,113972
"['Comedy', 'Horror', 'Romance']",12158,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",9.071127,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,1995-10-26,100.0,Vampire in Brooklyn,4.5,113.0,93,114825
"['Comedy', 'Drama', 'Romance']",9283,"During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",4.670562,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,1996-02-09,112.0,Beautiful Girls,6.6,103.0,94,115639
"['Action', 'Adventure', 'Drama', 'Thriller']",9208,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",14.957626,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,1996-02-09,108.0,Broken Arrow,5.7,459.0,95,115759
['Drama'],406,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",12.108196,/jTzBED0leGPwWDqNewye11qzJgd.jpg,1995-05-31,98.0,La Haine,7.9,695.0,97,113247
"['Comedy', 'Crime', 'Drama']",13685,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",6.904831,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,1996-02-21,91.0,Bottle Rocket,6.8,285.0,101,115734
['Comedy'],9614,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",9.592265,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,1996-02-16,92.0,Happy Gilmore,6.5,767.0,104,116483
"['Drama', 'Romance']",688,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,5.951077,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,1995-05-28,135.0,The Bridges of Madison County,7.3,397.0,105,112579
"['Action', 'Drama', 'History', 'War']",197,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",20.755149,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,1995-05-24,177.0,Braveheart,7.7,3404.0,110,112573
"['Crime', 'Action', 'Comedy', 'Thriller']",33542,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",12.314278,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,1995-01-30,91.0,Rumble in the Bronx,6.5,245.0,112,113326
"['Comedy', 'Romance']",11066,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",6.506983,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,1992-06-30,117.0,Boomerang,5.4,139.0,122,103859
"['Drama', 'Comedy', 'Romance']",11104,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",6.778979,/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,1994-07-14,102.0,Chungking Express,7.9,249.0,123,109424
['Fantasy'],27793,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,6.252377,/driZCEKL79PaCsZNICSU3xd59sk.jpg,1994-10-26,95.0,The Neverending Story III: Escape from Fantasia,4.4,105.0,126,110647
['Comedy'],9101,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!",5.184977,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,1996-03-01,92.0,Down Periscope,5.6,110.0,135,116130
['Comedy'],11000,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.49968,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,1996-03-08,117.0,The Birdcage,6.7,303.0,141,115685
"['Action', 'Comedy', 'Crime', 'Thriller']",9737,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",9.262184,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,1995-04-07,118.0,Bad Boys,6.5,1729.0,145,112442
"['Drama', 'Crime']",10474,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,7.415144,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,1995-04-21,102.0,The Basketball Diaries,7.2,472.0,147,112461
['Drama'],568,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",18.761467,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,1995-06-30,140.0,Apollo 13,7.3,1637.0,150,112384
['Adventure'],11780,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",10.193549,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,1995-04-13,139.0,Rob Roy,6.5,151.0,151,114287
"['Action', 'Crime', 'Fantasy']",414,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,1995-06-16,121.0,Batman Forever,5.2,1529.0,153,112462
"['Fantasy', 'Comedy', 'Family']",8839,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",12.812539,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,1995-05-26,100.0,Casper,6.0,1045.0,158,112642
"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",10329,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,1995-06-09,109.0,Congo,5.0,214.0,160,112715
"['Action', 'Thriller', 'Drama']",8963,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",8.657365,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,1995-05-12,116.0,Crimson Tide,7.0,508.0,161,112740
"['Thriller', 'Action', 'Crime']",8068,A gunslinger is embroiled in a war with a local drug runner.,6.950458,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,1995-08-25,104.0,Desperado,6.8,898.0,163,112851
"['Action', 'Thriller']",1572,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",15.138855,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,1995-05-19,128.0,Die Hard: With a Vengeance,6.9,2094.0,165,112864
"['Action', 'Adventure', 'Drama', 'Romance']",6520,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",15.178338,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,1995-07-07,134.0,First Knight,5.9,319.0,168,113071
['Adventure'],9073,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,7.575098,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,1995-07-19,95.0,Free Willy 2 - The Adventure Home,5.5,130.0,169,113114
"['Action', 'Crime', 'Thriller', 'Drama']",10428,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",14.810519,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,1995-09-14,107.0,Hackers,6.2,406.0,170,113243
